Button.java,getPrefHeight,THIS,Button,0,DEF,$ == null=0.5728764534,$ != null=0.204257592559,$.size++ >= $.threshold=0.00201789173298,$.ordered=0.00156734557822,$.size == 0=0.00122487184126,$ > 0=0.000614758813754,$.drawing=0.000479923415696,$-- > 0=0.000479828217067,$ != 0=0.00038703152677,$.hasZeroValue=0.000345207401551,
Button.java,getPrefHeight,THIS,Button,0,DEF,$ == null=0.5728764534,$ != null=0.204257592559,$.size++ >= $.threshold=0.00201789173298,$.ordered=0.00156734557822,$.size == 0=0.00122487184126,$ > 0=0.000614758813754,$.drawing=0.000479923415696,$-- > 0=0.000479828217067,$ != 0=0.00038703152677,$.hasZeroValue=0.000345207401551,
Button.java,getPrefHeight,THIS,Button,0,DEF,$ == null=0.5728764534,$ != null=0.204257592559,$.size++ >= $.threshold=0.00201789173298,$.ordered=0.00156734557822,$.size == 0=0.00122487184126,$ > 0=0.000614758813754,$.drawing=0.000479923415696,$-- > 0=0.000479828217067,$ != 0=0.00038703152677,$.hasZeroValue=0.000345207401551,
ButtonGroup.java,add,button,T,0,IllegalArgumentException,$ == null=0.839430451393,$ != null=0.0870867744088,$.size++ >= $.threshold=0.000805321498774,$ < 0=0.000201170405489,$ != 0=0.000166243044077,$.drawing=0.000159882911248,$-- > 0=0.000159851202625,$.hasZeroValue=0.000115003276733,key.equals($.keyTable[index])=9.47286607698e-05,$ == 0=9.34633862926e-05,
ButtonGroup.java,add,buttons,T,0,IllegalArgumentException,$ == null=0.839430451393,$ != null=0.0870867744088,$.size++ >= $.threshold=0.000805321498774,$ < 0=0.000201170405489,$ != 0=0.000166243044077,$.drawing=0.000159882911248,$-- > 0=0.000159851202625,$.hasZeroValue=0.000115003276733,key.equals($.keyTable[index])=9.47286607698e-05,$ == 0=9.34633862926e-05,
ButtonGroup.java,add,i,int,0,NIL-FOR,$ < n=0.679904401302,i < $=0.17695851624,$ >= 0=0.0222394373268,$=0.0116507327184,$ != 0=0.00418050820008,$ < 0=0.0035880622454,$-- > 0=0.00343860196881,$ == 0=0.00180527183693,$ > 0=0.00170424883254,$ >= size=0.00134431768674,
ButtonGroup.java,add,n,int,0,NIL-FOR,i < $=0.983870506287,$ < n=0.00595973571762,$=0.000978572177701,$ < 0=0.000291483942419,$ == 0=0.000273376062978,$ != 0=0.000258970219875,$ > 0=0.000187265381101,$ >= 0=0.000140816584462,$ >= size=0.000112912370241,$-- > 0=8.78770588315e-05,
ButtonGroup.java,remove,button,T,0,IllegalArgumentException,$ == null=0.886153280735,$ != null=0.0619807764888,$.size++ >= $.threshold=0.000436002097558,$ < 0=0.000162585798535,$.drawing=0.00011338807235,$-- > 0=0.000113365582365,$.hasZeroValue=8.15596868051e-05,key.equals($.keyTable[index])=6.71809757478e-05,$ == 0=6.12830117461e-05,$ != 0=5.79520747124e-05,
ButtonGroup.java,remove,buttons,T,0,IllegalArgumentException,$ == null=0.886153280735,$ != null=0.0619807764888,$.size++ >= $.threshold=0.000436002097558,$ < 0=0.000162585798535,$.drawing=0.00011338807235,$-- > 0=0.000113365582365,$.hasZeroValue=8.15596868051e-05,key.equals($.keyTable[index])=6.71809757478e-05,$ == 0=6.12830117461e-05,$ != 0=5.79520747124e-05,
ButtonGroup.java,remove,i,int,0,NIL-FOR,$ < n=0.756054759026,i < $=0.135206997395,$ >= 0=0.0196685250849,$=0.00890186429024,$-- > 0=0.00262730009854,$ == 0=0.00164275872521,$ < 0=0.00161138991825,$ != 0=0.0011995829409,$ >= size=0.00102714006789,$ > 0=0.000970467517618,
ButtonGroup.java,remove,n,int,0,NIL-FOR,i < $=0.985135853291,$ < n=0.00557029154152,$=0.000914626580197,$ < 0=0.000253227422945,$ == 0=0.000225543888519,$ > 0=0.000171190025867,$ != 0=0.00011401300435,$ >= 0=0.000113889116619,$ >= size=0.000105534025352,$-- > 0=8.21346620796e-05,
ButtonGroup.java,setChecked,text,String,0,IllegalArgumentException,$ == null=0.882947027683,$ != null=0.0662653148174,$ < 0=0.000109768887341,$ == 0=0.000107236941403,$ != 0=7.20127136447e-05,$ >= 0=7.11044631316e-05,$.size == 0=5.22693881067e-05,$.size++ >= $.threshold=5.12312326464e-05,$ >= size=4.35423316958e-05,$=4.1304705519e-05,
ButtonGroup.java,setChecked,i,int,0,NIL-FOR,$ < n=0.772756695747,i < $=0.125856593251,$ >= 0=0.0183083228767,$=0.00828624423593,$-- > 0=0.00244560558349,$ < 0=0.00161181541625,$ == 0=0.00152915169019,$ != 0=0.001116624102,$ > 0=0.000959912955295,$ >= size=0.000956106756348,
ButtonGroup.java,setChecked,n,int,0,NIL-FOR,i < $=0.984899759293,$ < n=0.00565818790346,$=0.000929058820475,$ < 0=0.000276406412013,$ == 0=0.000229102850426,$ > 0=0.000156222944497,$ != 0=0.000115812050353,$ >= 0=0.000115686212666,$ >= size=0.000107199288323,$-- > 0=8.34306993056e-05,
ButtonGroup.java,canCheck,newState,boolean,1,RET,$=0.469510197639,$ >= 0=0.00115474814083,$ != 0=0.000914871925488,$.size == 0=0.000734640518203,$ == 0=0.000721722433809,$ < 0=0.0007165055722,$.size++ >= $.threshold=0.000530901772436,$ >= size=0.000419651361881,$.drawing=0.000405187369324,$ == EMPTY=0.000376431969926,
ButtonGroup.java,uncheckAll,i,int,0,NIL-FOR,$ < n=0.715465128422,i < $=0.163044214249,$ >= 0=0.0140282725915,$=0.0107346326113,$-- > 0=0.00316822389141,$ < 0=0.00227219657972,$ == 0=0.00175001402386,$ != 0=0.00174009113107,$ >= size=0.00123861362226,$ > 0=0.000752906838898,
ButtonGroup.java,uncheckAll,n,int,0,NIL-FOR,i < $=0.986163675785,$ < n=0.00535607710481,$=0.000838179432321,$ < 0=0.00027135811979,$ == 0=0.00016308503109,$ != 0=0.000137291033752,$ >= 0=0.000104315498902,$ >= size=9.6713185485e-05,$ > 0=8.53332967381e-05,$-- > 0=7.52696068957e-05,
ButtonGroup.java,getChecked,THIS,ButtonGroup,0,RET,$ == null=0.566385924816,$ != null=0.201943412423,$.size == 0=0.0126507524401,$.size++ >= $.threshold=0.00183997070417,$.ordered=0.00154958793428,$-- > 0=0.000524943461642,$.drawing=0.000474486034364,$ == 0=0.000471750827273,key.equals(keyTable[$])=0.000437050301116,$ != 0=0.000382646569051,
ButtonGroup.java,getCheckedIndex,THIS,ButtonGroup,0,RET,$ == null=0.566385924816,$ != null=0.201943412423,$.size == 0=0.0126507524401,$.size++ >= $.threshold=0.00183997070417,$.ordered=0.00154958793428,$-- > 0=0.000524943461642,$.drawing=0.000474486034364,$ == 0=0.000471750827273,key.equals(keyTable[$])=0.000437050301116,$ != 0=0.000382646569051,
ButtonGroup.java,setMaxCheckCount,maxCheckCount,int,0,DEF,i < $=0.403837770224,$ < n=0.210670739412,$=0.0345915555954,$ == 0=0.0268700998276,$ > 0=0.0169701296836,$ < 0=0.0141186639667,$ >= size=0.00591220287606,$ != 0=0.00510341022164,$ >= 0=0.00409528892487,$-- > 0=0.000906900095288,
ByteArray.java,add,THIS,ByteArray,0,DEF,$ == null=0.57083427906,$ != null=0.203529462218,$.size++ >= $.threshold=0.00459475442767,$.ordered=0.00156175834127,$.size == 0=0.00126222905237,$.drawing=0.000478212605231,$-- > 0=0.000478117726743,$ != 0=0.000385651859688,$ > 0=0.000382954429369,$.hasZeroValue=0.000343976804288,
ByteArray.java,add,items,byte[],0,DEF,$=0.111227676272,$ > 0=0.00172156014014,$ != 0=0.00150526559446,$.size++ >= $.threshold=0.00149007223081,$ == 0=0.00111020694021,$.size == 0=0.000903618056327,$ < 0=0.00090336042922,$ >= 0=0.000880164501723,$ >= size=0.000761582632549,$.drawing=0.000679135671817,
ByteArray.java,addAll,THIS,ByteArray,0,IllegalArgumentException,$ == null=0.572115302086,$ != null=0.203986212611,$.size++ >= $.threshold=0.00245162262581,$.ordered=0.00156526314095,$.size == 0=0.00126506166998,$ < 0=0.000603054475505,$.drawing=0.000479285779875,$-- > 0=0.000479190697661,$ != 0=0.000386517320294,$.hasZeroValue=0.000344748754287,
ByteArray.java,addAll,array,ByteArray,0,IllegalArgumentException,$ == null=0.662723124027,$ != null=0.18160431087,$.size++ >= $.threshold=0.00170416978654,$.ordered=0.00108804437332,$.size == 0=0.000915838638321,$ < 0=0.000419194722781,$.drawing=0.000333160685841,$-- > 0=0.000333094620146,$ != 0=0.000268675590632,$.hasZeroValue=0.000239641434746,
ByteArray.java,addAll,offset,int,0,IllegalArgumentException,i < $=0.518724918365,$ < n=0.168492570519,$ < 0=0.030657555908,$=0.0276660136878,$ == 0=0.0119330678135,$ != 0=0.00844182353467,$ > 0=0.00529433274642,$ >= size=0.00472852680832,$ >= 0=0.00176845106762,$-- > 0=0.000725330435671,
ByteArray.java,addAll,length,int,0,IllegalArgumentException,i < $=0.403885930777,$ < n=0.21069586277,$ < 0=0.036953471601,$=0.0345956794918,$ == 0=0.014922012575,$ != 0=0.00915543548763,$ >= size=0.00591290788725,$ > 0=0.00356209557503,$ >= 0=0.00221140542999,$-- > 0=0.000907008186914,
ByteArray.java,addAll,THIS,ByteArray,0,DEF,$ == null=0.57083427906,$ != null=0.203529462218,$.size++ >= $.threshold=0.00459475442767,$.ordered=0.00156175834127,$.size == 0=0.00126222905237,$.drawing=0.000478212605231,$-- > 0=0.000478117726743,$ != 0=0.000385651859688,$ > 0=0.000382954429369,$.hasZeroValue=0.000343976804288,
ByteArray.java,addAll,items,byte[],0,DEF,$=0.111227676272,$ > 0=0.00172156014014,$ != 0=0.00150526559446,$.size++ >= $.threshold=0.00149007223081,$ == 0=0.00111020694021,$.size == 0=0.000903618056327,$ < 0=0.00090336042922,$ >= 0=0.000880164501723,$ >= size=0.000761582632549,$.drawing=0.000679135671817,
ByteArray.java,addAll,sizeNeeded,int,0,DEF,i < $=0.519665002823,$ < n=0.168797910213,$=0.02771615237,$ > 0=0.0203520897776,$ == 0=0.0133843831718,$ < 0=0.0129021266475,$ != 0=0.00778064411134,$ >= size=0.00473709590733,$ >= 0=0.00177165598143,$-- > 0=0.000726644939277,
ByteArray.java,get,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.565682888031,$ != null=0.201692759991,$.size == 0=0.0126458629966,$.size++ >= $.threshold=0.00183768686838,$ >= size=0.00181460985914,$.ordered=0.00154766463675,$ < 0=0.000598262762651,$.drawing=0.00047389708925,$-- > 0=0.000473803083878,$ != 0=0.000382171623642,
ByteArray.java,get,index,int,0,IndexOutOfBoundsException,i < $=0.363860756159,$ < n=0.222679778934,$ >= size=0.0883312672377,$=0.031167242676,$ < 0=0.0232397206128,$ != 0=0.00824813079089,$ > 0=0.00580468494445,$ == 0=0.00432965671644,$ >= 0=0.00376692297868,$-- > 0=0.000817123509478,
ByteArray.java,set,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.56693571806,$ != null=0.2021394521,$.size == 0=0.00972692482173,$.size++ >= $.threshold=0.00185463239904,$ >= size=0.00181862874888,$.ordered=0.00155109225307,$ < 0=0.000576097867452,$.drawing=0.000474946631584,$-- > 0=0.000474852422485,$.hasZeroValue=0.000341627630405,
ByteArray.java,set,index,int,0,IndexOutOfBoundsException,i < $=0.367461055517,$ < n=0.224883139133,$ >= size=0.0892052799463,$=0.0314756333828,$ < 0=0.0165273044258,$ == 0=0.00580854387954,$ >= 0=0.00467501394451,$ != 0=0.00392360473052,$ > 0=0.00390337430872,$-- > 0=0.000825208728202,
ByteArray.java,incr,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.565634131432,$ != null=0.201675385237,$.size == 0=0.0126447733492,$.size++ >= $.threshold=0.00183752854355,$ >= size=0.00181445351336,$.ordered=0.00154753122479,$ < 0=0.000668158056214,$.drawing=0.000473856256576,$-- > 0=0.000473762251204,$ != 0=0.000382138707209,
ByteArray.java,incr,index,int,0,IndexOutOfBoundsException,i < $=0.364192515612,$ < n=0.222882822156,$ >= size=0.0884118080139,$=0.0311956610531,$ < 0=0.023260910064,$ != 0=0.00825565122068,$ > 0=0.00489165913314,$ == 0=0.00433360459283,$ >= 0=0.00377035769634,$-- > 0=0.000817868567538,
ByteArray.java,mul,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.565200448036,$ != null=0.201520740986,$.size == 0=0.0126350782812,$.size++ >= $.threshold=0.00183611956891,$ >= size=0.00181306223385,$.ordered=0.00154634471983,$ < 0=0.000570353295188,$.drawing=0.000473492924357,$-- > 0=0.000473399006296,$ != 0=0.000381845689844,
ByteArray.java,mul,index,int,0,IndexOutOfBoundsException,i < $=0.365157723427,$ < n=0.223473533988,$ >= size=0.0886461287737,$=0.0312783382833,$ < 0=0.0178809352219,$ != 0=0.00827753078192,$ == 0=0.00577213522047,$ >= 0=0.00464571034536,$ > 0=0.00431309780106,$-- > 0=0.000820036162622,
ByteArray.java,insert,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.565598905087,$ != null=0.201662808657,$.size == 0=0.0126439845189,$.size++ >= $.threshold=0.00183741387445,$ >= size=0.00181434035767,$.ordered=0.00154743471649,$ < 0=0.000668116379529,$.drawing=0.000473826687085,$-- > 0=0.000473732710816,$ != 0=0.000382114871172,
ByteArray.java,insert,index,int,0,IndexOutOfBoundsException,i < $=0.362064629793,$ < n=0.221580564976,$ >= size=0.08789524436,$=0.031013391912,$ < 0=0.0231250021607,$ >= 0=0.00959112774581,$ != 0=0.00820741523057,$ > 0=0.00486307824031,$ == 0=0.00430828426033,$-- > 0=0.000813089951407,
ByteArray.java,insert,THIS,ByteArray,0,DEF,$ == null=0.572840213776,$ != null=0.204244688153,$.size++ >= $.threshold=0.00201776414178,$.ordered=0.00156724650878,$.size == 0=0.00122479442507,$ > 0=0.000614719931036,$.drawing=0.000479893089505,$-- > 0=0.000479797890875,$ != 0=0.000387007050449,$.hasZeroValue=0.000345185573678,
ByteArray.java,insert,items,byte[],0,DEF,$=0.111632950604,$ > 0=0.00276381219737,$ >= 0=0.00190390879288,$ != 0=0.00151075026952,$ == 0=0.000967911968473,$.size++ >= $.threshold=0.000921520870179,$ < 0=0.000877800222952,$.size == 0=0.000876932113897,$ >= size=0.000764357566368,$.drawing=0.000681610195898,
ByteArray.java,insert,THIS,ByteArray,1,DEF,$ == null=0.572958827019,$ != null=0.204286977649,$.size++ >= $.threshold=0.0020051994361,$.ordered=0.0015675710747,$.size == 0=0.00122504809406,$.drawing=0.000479992449982,$-- > 0=0.000479897251353,$ > 0=0.000418651645305,$ != 0=0.000387087202398,$.hasZeroValue=0.000345257052686,
ByteArray.java,swap,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.566821336746,$ != null=0.20209865272,$.size == 0=0.00972496159375,$.size++ >= $.threshold=0.00185425812379,$ >= size=0.00181826169137,$.ordered=0.00155077921227,$ < 0=0.000729526916984,$.drawing=0.000474850792671,$-- > 0=0.000474756583571,$.hasZeroValue=0.000341558654327,
ByteArray.java,swap,first,int,0,IndexOutOfBoundsException,i < $=0.377449482679,$ < n=0.195421040058,$ >= size=0.0916300863028,$=0.0323312133551,$ < 0=0.0218626912683,$ == 0=0.00668015191332,$ >= 0=0.00560632254928,$ != 0=0.00524091161788,$ > 0=0.00290390569717,$-- > 0=0.00273675750941,
ByteArray.java,swap,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.566821336746,$ != null=0.20209865272,$.size == 0=0.00972496159375,$.size++ >= $.threshold=0.00185425812379,$ >= size=0.00181826169137,$.ordered=0.00155077921227,$ < 0=0.000729526916984,$.drawing=0.000474850792671,$-- > 0=0.000474756583571,$.hasZeroValue=0.000341558654327,
ByteArray.java,swap,second,int,0,IndexOutOfBoundsException,i < $=0.488966822624,$ < n=0.166647449136,$ >= size=0.0739103034139,$=0.0260788761079,$ < 0=0.0200334545225,$ == 0=0.00643096445128,$ != 0=0.00506226159632,$ >= 0=0.00231901207007,$ > 0=0.00137867801823,$-- > 0=0.000683719816152,
ByteArray.java,contains,i,int,0,NIL-WHILE,i < $=0.357517331839,$ < n=0.186106383801,$ >= 0=0.137098968029,$=0.0314612872899,$-- > 0=0.00928549747914,$ != 0=0.00849432405084,$ > 0=0.00611102487892,$ < 0=0.00595921836793,$ == 0=0.00544222118333,$ >= size=0.000978279625997,
ByteArray.java,contains,i,int,0,RET,i < $=0.404675334692,$ < n=0.229718208313,$=0.0356111563742,$ >= 0=0.0167330466211,$ < 0=0.00674526393414,$ == 0=0.00673565687612,$ != 0=0.00573369814083,$ > 0=0.00327602610923,$-- > 0=0.00308897858486,key.equals(keyTable[$])=0.00271205930039,
ByteArray.java,contains,items,byte[],0,RET,$=0.111354842782,$ >= 0=0.00252273725346,$ != 0=0.00150698656216,$ == 0=0.000935290707275,$.size == 0=0.000902472354937,$.size++ >= $.threshold=0.000890862836968,$ < 0=0.000821053225081,$ >= size=0.000704182719346,$.drawing=0.000679912103806,$ == EMPTY=0.000631659699138,
ByteArray.java,contains,value,byte,0,RET,$=0.11083970964,$ >= 0=0.0061919069849,$ != 0=0.00134444015566,$ == 0=0.00107264600229,$.size == 0=0.000898297468666,$.size++ >= $.threshold=0.000886741676368,$ < 0=0.000742504314985,$ >= size=0.000700925069395,$.drawing=0.000676766794641,$ == EMPTY=0.000628737616353,
ByteArray.java,indexOf,i,int,0,NIL-FOR,$ < n=0.747304022312,i < $=0.133642092347,$ >= 0=0.0301320087165,$=0.00879883300513,$-- > 0=0.00259689125232,$ != 0=0.00237562251277,$ < 0=0.0016018494498,$ > 0=0.00135195686016,$ == 0=0.00122230651323,$ >= size=0.00101525173523,
ByteArray.java,indexOf,n,int,0,NIL-FOR,i < $=0.973737120628,$ < n=0.0096363062039,$=0.00158225500491,$ == 0=0.000636640412267,$ < 0=0.000438069691882,$ != 0=0.000418729585363,$ > 0=0.000377761258278,$ >= 0=0.00025139952777,$ >= size=0.000182568197488,$-- > 0=0.000142088567372,
ByteArray.java,indexOf,i,int,0,RET,i < $=0.407247304916,$ < n=0.231178224087,$=0.0358374901116,$ >= 0=0.0132334176451,$ < 0=0.00652430439368,$ == 0=0.00586470216513,$ != 0=0.00577013986185,$ > 0=0.0032968474552,$-- > 0=0.00310861109756,key.equals(keyTable[$])=0.0027292962186,
ByteArray.java,indexOf,items,byte[],0,RET,$=0.111940942705,$ >= 0=0.0019929537084,$ != 0=0.0015149184037,$ == 0=0.00101099838503,$.size == 0=0.00100178457797,$.size++ >= $.threshold=0.000895551755093,$ < 0=0.000851976627018,$ >= size=0.000707889033947,$.drawing=0.000683490769006,$ == EMPTY=0.000634984346107,
ByteArray.java,indexOf,value,byte,0,RET,$=0.111325770617,$ >= 0=0.004887313582,$ < 0=0.00233894167468,$ != 0=0.00135033589322,$ == 0=0.00125326856505,$.size == 0=0.000996279297397,$.size++ >= $.threshold=0.000890630297363,$ >= size=0.000703998841345,$.drawing=0.000679734628648,$ == EMPTY=0.000631494796835,
ByteArray.java,lastIndexOf,i,int,0,NIL-FOR,$ < n=0.727494955063,i < $=0.130099579692,$ >= 0=0.0546162612736,$=0.00856559816748,$ != 0=0.00353709375486,$-- > 0=0.00252805440687,$ < 0=0.00155938859098,$ > 0=0.00131612003315,$ == 0=0.00118990638293,$ >= size=0.000988340005279,
ByteArray.java,lastIndexOf,i,int,0,RET,i < $=0.401441991329,$ < n=0.227882757783,$=0.0353266261518,$ >= 0=0.024288341403,$ != 0=0.00869936216623,$ < 0=0.00643130019307,$ == 0=0.00578110059723,$ > 0=0.00324985082261,$-- > 0=0.00306429783814,key.equals(keyTable[$])=0.00269038998522,
ByteArray.java,lastIndexOf,items,byte[],0,RET,$=0.111748993397,$ >= 0=0.00370436161757,$ != 0=0.00151232059579,$ == 0=0.00100926472805,$.size == 0=0.00100006675348,$.size++ >= $.threshold=0.000894016120583,$ < 0=0.000850515672937,$ >= size=0.000706675229594,$.drawing=0.000682318757754,$ == EMPTY=0.000633895513602,
ByteArray.java,lastIndexOf,value,byte,0,RET,$=0.111174404621,$ >= 0=0.00624033436179,$ < 0=0.00233576144092,$ != 0=0.00134849990718,$ == 0=0.00125156459399,$.size == 0=0.000994924688712,$.size++ >= $.threshold=0.000889419345185,$ >= size=0.000703041674569,$.drawing=0.000678810407408,$ == EMPTY=0.000630636233836,
ByteArray.java,removeValue,i,int,0,NIL-FOR,$ < n=0.756054759026,i < $=0.135206997395,$ >= 0=0.0196685250849,$=0.00890186429024,$-- > 0=0.00262730009854,$ == 0=0.00164275872521,$ < 0=0.00161138991825,$ != 0=0.0011995829409,$ >= size=0.00102714006789,$ > 0=0.000970467517618,
ByteArray.java,removeValue,n,int,0,NIL-FOR,i < $=0.985135853291,$ < n=0.00557029154152,$=0.000914626580197,$ < 0=0.000253227422945,$ == 0=0.000225543888519,$ > 0=0.000171190025867,$ != 0=0.00011401300435,$ >= 0=0.000113889116619,$ >= size=0.000105534025352,$-- > 0=8.21346620796e-05,
ByteArray.java,removeValue,i,int,0,RET,i < $=0.405381172895,$ < n=0.230118885636,$=0.0356732718647,$ == 0=0.0173912104219,$ >= 0=0.00849894527346,$ < 0=0.00645747268572,$-- > 0=0.00309436651878,$ != 0=0.00286674220115,key.equals(keyTable[$])=0.00271678995341,$ > 0=0.00243233796209,
ByteArray.java,removeValue,items,byte[],0,RET,$=0.111365348101,$ == 0=0.00303893792443,$.size == 0=0.00168445392046,$ >= 0=0.00127922254615,$ != 0=0.000929160276428,$.size++ >= $.threshold=0.000897175399587,$ < 0=0.000847595802043,$ >= size=0.000704249134287,$.drawing=0.000679976248648,$ == EMPTY=0.000631719303783,
ByteArray.java,removeValue,value,byte,0,RET,$=0.110933445394,$ == 0=0.00445713521913,$ >= 0=0.00215770374052,$.size == 0=0.00167792127468,$ != 0=0.00125621608458,$ < 0=0.00110629748087,$.size++ >= $.threshold=0.000893695978448,$ >= size=0.000701517856214,$.drawing=0.00067733915057,$ == EMPTY=0.000629269343335,
ByteArray.java,removeIndex,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.566937148571,$ != null=0.202139943838,$.size == 0=0.0097269481048,$.size++ >= $.threshold=0.00185463693924,$ >= size=0.00181863317266,$.ordered=0.00155109609477,$ < 0=0.000572105811443,$.drawing=0.000474947795738,$-- > 0=0.000474853586638,$.hasZeroValue=0.000341628445312,
ByteArray.java,removeIndex,index,int,0,IndexOutOfBoundsException,i < $=0.367745935917,$ < n=0.225057497621,$ >= size=0.089274443686,$=0.0315000377595,$ < 0=0.0159949474037,$ == 0=0.00581304775551,$ >= 0=0.00467863865197,$ != 0=0.00392664643005,$ > 0=0.00367623032071,$-- > 0=0.00082584854681,
ByteArray.java,removeIndex,THIS,ByteArray,1,DEF,$ == null=0.572413027287,$ != null=0.204092368484,$.size++ >= $.threshold=0.00220037787221,$.ordered=0.00156607769895,$.size == 0=0.00122388103046,$.drawing=0.000479535199702,$-- > 0=0.00047944005928,$ == 0=0.000406509556342,$.hasZeroValue=0.000344928150298,$ > 0=0.000333324627718,
ByteArray.java,removeRange,THIS,ByteArray,0,IndexOutOfBoundsException,$ == null=0.566937148571,$ != null=0.202139943838,$.size == 0=0.0097269481048,$.size++ >= $.threshold=0.00185463693924,$ >= size=0.00181863317266,$.ordered=0.00155109609477,$ < 0=0.000572105811443,$.drawing=0.000474947795738,$-- > 0=0.000474853586638,$.hasZeroValue=0.000341628445312,
ByteArray.java,removeRange,end,int,0,IndexOutOfBoundsException,i < $=0.394242405891,$ < n=0.20411542058,$ >= size=0.0573437735438,$=0.0337696447968,$ < 0=0.0180483050644,$ == 0=0.00623188354075,$ >= 0=0.00575462495908,$ != 0=0.00455067493021,$-- > 0=0.00285851745866,$ > 0=0.00257091922686,
ByteArray.java,removeRange,start,int,0,IndexOutOfBoundsException,i < $=0.48477602005,$ < n=0.157465264201,$ >= size=0.0732768401504,$ < 0=0.0355111211538,$=0.0258553605527,$ == 0=0.00637584691867,$ != 0=0.00437443936244,$ > 0=0.00273585179821,$ >= 0=0.00224255747162,$-- > 0=0.000677859876305,
ByteArray.java,removeRange,end,int,0,IndexOutOfBoundsException,i < $=0.394242405891,$ < n=0.20411542058,$ >= size=0.0573437735438,$=0.0337696447968,$ < 0=0.0180483050644,$ == 0=0.00623188354075,$ >= 0=0.00575462495908,$ != 0=0.00455067493021,$-- > 0=0.00285851745866,$ > 0=0.00257091922686,
ByteArray.java,removeRange,THIS,ByteArray,1,DEF,$ == null=0.572413027287,$ != null=0.204092368484,$.size++ >= $.threshold=0.00220037787221,$.ordered=0.00156607769895,$.size == 0=0.00122388103046,$.drawing=0.000479535199702,$-- > 0=0.00047944005928,$ == 0=0.000406509556342,$.hasZeroValue=0.000344928150298,$ > 0=0.000333324627718,
ByteArray.java,removeRange,i,int,0,NIL-FOR,$ < n=0.756054759026,i < $=0.135206997395,$ >= 0=0.0196685250849,$=0.00890186429024,$-- > 0=0.00262730009854,$ == 0=0.00164275872521,$ < 0=0.00161138991825,$ != 0=0.0011995829409,$ >= size=0.00102714006789,$ > 0=0.000970467517618,
ByteArray.java,removeRange,count,int,0,NIL-FOR,i < $=0.613520205021,$ < n=0.141631409526,$=0.023432046175,$-- > 0=0.00679387990385,$ == 0=0.00662989867851,$ < 0=0.0048131486401,$ != 0=0.00439387140796,$ >= 0=0.00428071105853,$ >= size=0.00270370254293,$.size++ >= $.threshold=0.00160072627477,
ByteArray.java,removeAll,i,int,0,NIL-FOR,$ < n=0.756054759026,i < $=0.135206997395,$ >= 0=0.0196685250849,$=0.00890186429024,$-- > 0=0.00262730009854,$ == 0=0.00164275872521,$ < 0=0.00161138991825,$ != 0=0.0011995829409,$ >= size=0.00102714006789,$ > 0=0.000970467517618,
ByteArray.java,removeAll,n,int,0,NIL-FOR,i < $=0.985135853291,$ < n=0.00557029154152,$=0.000914626580197,$ < 0=0.000253227422945,$ == 0=0.000225543888519,$ > 0=0.000171190025867,$ != 0=0.00011401300435,$ >= 0=0.000113889116619,$ >= size=0.000105534025352,$-- > 0=8.21346620796e-05,
ByteArray.java,removeAll,ii,int,0,NIL-FOR,i < $=0.469588726759,$ < n=0.220892950892,$=0.0309171508998,$ >= 0=0.00659255124629,$ == 0=0.00570548092946,$ < 0=0.0055965334177,$ != 0=0.00385398673825,$ > 0=0.00360820395872,$ >= size=0.00356736965477,$-- > 0=0.00277640018612,
ByteArray.java,removeAll,size,int,0,NIL-FOR,i < $=0.566143453121,$ < n=0.160444319248,$=0.0263445153832,$ < 0=0.0139801362529,$ == 0=0.00649647042155,$ != 0=0.00445719854906,$ >= 0=0.0032804151997,$ >= size=0.00303975702263,$ > 0=0.00278761121444,$-- > 0=0.0023657719139,
ByteArray.java,removeAll,ii,int,0,DEF,i < $=0.393880069256,$ < n=0.241051360965,$=0.0337386094034,$ > 0=0.0237115807831,$ == 0=0.0115212788805,$ < 0=0.00991513207555,$ >= size=0.00576642155647,$ >= 0=0.00501112965867,$ != 0=0.004977571778,$-- > 0=0.000884538050741,
ByteArray.java,removeAll,item,int,0,DEF,i < $=0.395631998777,$ < n=0.242123514414,$=0.0338886715472,$ > 0=0.0193691793829,$ == 0=0.0115725239739,$ < 0=0.00995923299342,$ >= size=0.00579206971452,$ >= 0=0.00503341807052,$ != 0=0.0049997116439,$-- > 0=0.000888472306542,
ByteArray.java,removeAll,items,byte[],0,DEF,$=0.111500501633,$ > 0=0.00134693190921,$ == 0=0.00122997385915,$.size++ >= $.threshold=0.000936867902055,$ != 0=0.000930287933443,$ >= 0=0.000913310446776,$ < 0=0.000876758771483,$.size == 0=0.000875891651958,$ >= size=0.000763450691011,$.drawing=0.000680801458657,
